class,precision,sensitivity,f1,specificity,accuracy,mcc,dor,TP,FP,FN,TN,anno_set,classifier,metric_type,organ,magnification,model,dropoutFraction,layerDepth,numberOfEpochs,trainPercent,validationPercent,patience,checkPointAccuracy,augmentColor,augmentGeometry,balanceClasses,elasticDeform,fixedDataSeed,augmentation,overlapPredict,pretrained,focalLoss,filterSize,kernelIncrease,normalization,magLayers,model_name,backbone_name,encoder_freeze,decoder_use_batchnorm,middleBlocks,loss,optimizer,learningRate,useFP16,useAllGPUs,time_evaluated,balance only,balance + elastic
Background,0.93949574,0.944690203,0.942085811,0.989115019,0.982372997,0.931695318,1552.052743,10260217,660766,600716,60043613,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,
Tissue,0.963568745,0.972701837,0.968113751,0.855039525,0.948891524,0.839680987,210.1758897,55524986,2099326,1558268,12382732,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,
Lesions,0.700746718,0.584422521,0.637320208,0.986698641,0.966343918,0.622633732,104.3190119,2116267,903750,1504858,67040437,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,
Background,0.938970749,0.938301249,0.938635879,0.989088728,0.981381091,0.927661606,1378.560361,10190827,662362,670106,60042017,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,TRUE,FALSE
Tissue,0.971311284,0.980194209,0.97573253,0.885884865,0.961109636,0.878118032,384.1970046,55952675,1652622,1130579,12829436,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,TRUE,FALSE
Lesions,0.838674583,0.719559805,0.7745645,0.99262321,0.978806506,0.76597997,345.2579127,2605616,501210,1015509,67442977,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,TRUE,FALSE
Background,0.91447881,0.964140005,0.938653012,0.983868034,0.980874058,0.927788373,1639.756741,10471460,979281,389473,59725098,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,TRUE
Tissue,0.970654855,0.974959994,0.972802662,0.883818584,0.956516489,0.864470245,296.1957613,55653889,1682546,1429365,12799512,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,TRUE
Lesions,0.83366977,0.639593496,0.723848582,0.993199006,0.975306962,0.718007111,259.1643806,2316048,462088,1305077,67482099,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_ML_1_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_21_6,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,,,,,,,FALSE,TRUE
Background,0.921378425,0.954963261,0.937870274,0.985420673,0.980798379,0.926726682,1433.190496,10371792,885029,489141,59819350,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_Xception,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.96425272,0.974454855,0.969326944,0.857605804,0.950809115,0.84551194,229.7464327,55625054,2062161,1458200,12419897,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_Xception,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.775696645,0.561514723,0.651452862,0.991346412,0.969597408,0.645073565,146.7017712,2033315,587961,1587810,67356226,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_Xception,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.923141452,0.955160574,0.938878101,0.985771883,0.981126233,0.927910573,1475.860628,10373935,863709,486998,59840670,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_130,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.980214356,0.958097203,0.969029595,0.923771539,0.951151013,0.854787469,277.0856173,54691306,1103945,2391948,13378113,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_130,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.657635429,0.823135904,0.731136971,0.977161564,0.969368037,0.720178971,199.1277897,2980678,1551739,640447,66392448,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_130,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.914734589,0.970037841,0.941574857,0.983822419,0.981730437,0.931321488,1968.877562,10535516,982050,325417,59722329,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_857,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.973940119,0.972306064,0.973122405,0.897453318,0.957158756,0.867625761,307.2617918,55502394,1485087,1580860,12996971,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_857,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.796573173,0.673195485,0.729705944,0.99083748,0.974765149,0.719360768,222.7617481,2437725,622540,1183400,67321647,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_857,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.151762533,1,0.263530942,0,0.151762533,,,10860933,60704379,0,0,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_225,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,,0,,1,0.202361418,,,0,0,57083254,14482058,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_225,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,,0,,1,0.949401115,,,0,0,3621125,67944187,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_356157_225,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.920846086,0.960580827,0.940293868,0.985227079,0.981486701,0.92963494,1625.160897,10432804,896781,428129,59807598,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_894,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.976521115,0.968775887,0.972633082,0.908188394,0.956515316,0.867014458,306.910374,55300880,1329621,1782374,13152437,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_894,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.750282507,0.746988298,0.748631778,0.986749595,0.974617941,0.735267979,219.8624138,2704938,900288,916187,67043899,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_894,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.151762533,1,0.263530942,0,0.151762533,,,10860933,60704379,0,0,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_334,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,,0,,1,0.202361418,,,0,0,57083254,14482058,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_334,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,,0,,1,0.949401115,,,0,0,3621125,67944187,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_334,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.924552868,0.955352731,0.939700491,0.986051682,0.981392731,0.928877308,1512.678648,10376022,846724,484911,59857655,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_207,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.973199566,0.976373912,0.974784155,0.894017411,0.959708133,0.874615822,348.6067535,55734600,1534846,1348654,12947212,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_207,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.824889038,0.700053989,0.757361883,0.99207972,0.977303543,0.748303231,292.3441908,2534983,538137,1086142,67406050,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_371943_207,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.913480358,0.970205138,0.940988651,0.983559077,0.98153245,0.930646804,1948.033659,10537333,998036,323600,59706343,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_734,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.97380223,0.971670308,0.972735101,0.896963539,0.95655254,0.865858371,298.5801539,55466103,1492180,1617151,12989878,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_734,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.786248478,0.666944113,0.721698964,0.990336598,0.973973299,0.710783056,205.2225622,2415088,656572,1206037,67287615,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_734,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.924583992,0.96355884,0.943669158,0.985938148,0.982541807,0.933623087,1853.929386,10465148,853616,395785,59850763,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_598,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.976566893,0.974370137,0.975467278,0.907842587,0.960907527,0.879316971,374.505285,55620218,1334629,1463036,13147429,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_598,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.80429632,0.731127205,0.765968361,0.990518718,0.977393797,0.755066926,284.0806829,2647503,644198,973622,67299989,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_22_15_15_37_387446_598,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.927740416,0.951682604,0.939559009,0.986738024,0.981417925,0.928687641,1465.487933,10336161,805060,524772,59899319,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_645,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.968380168,0.968720914,0.968550511,0.875321726,0.949820522,0.844480014,217.4310434,55297742,1805598,1785512,12676460,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_645,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.700509313,0.64240174,0.670198373,0.985362486,0.968009054,0.654097209,120.9316579,2326217,994534,1294908,66949653,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_645,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.897718999,0.957204966,0.926508148,0.980487783,0.976954324,0.913520029,1123.950383,10396139,1184477,464794,59519902,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_177,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.978551713,0.940811941,0.959310795,0.918718804,0.936341142,0.816718391,179.6640733,53704607,1177119,3378647,13304939,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_177,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.563358397,0.7938972,0.659048532,0.967205892,0.958436666,0.64824932,113.6065815,2874801,2228169,746324,65716018,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_177,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.919325339,0.965996476,0.942083235,0.984833318,0.981974591,0.931817736,1844.691586,10491623,920684,369310,59783695,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_850,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.975819201,0.963280912,0.96950952,0.905912336,0.951671726,0.853485777,252.5890761,54987209,1362583,2096045,13119475,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_850,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.685420722,0.719887052,0.702231229,0.982391253,0.969108833,0.686180566,143.3795491,2606801,1196412,1014324,66747775,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_402996_850,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.910312795,0.967446443,0.93801043,0.982946486,0.98059416,0.927122744,1712.949137,10507371,1035223,353562,59669156,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_167,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.979243787,0.95266561,0.965771875,0.920406754,0.946137662,0.841308021,232.7379941,54381253,1152674,2702001,13329384,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_167,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.623985167,0.773499672,0.690744269,0.975158257,0.964954558,0.67675486,134.05541,2800939,1687852,820186,66256335,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_167,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.930846126,0.947064769,0.938885411,0.987411748,0.981288589,0.927887828,1403.355625,10286007,764162,574926,59940217,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_985,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.975891964,0.959364685,0.967557752,0.906583788,0.948683868,0.845607632,229.1214739,54763658,1352859,2319596,13129199,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_985,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.639004316,0.776206566,0.700954681,0.976629568,0.966488388,0.687009731,144.9416162,2810741,1587885,810384,66356302,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_418651_985,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.911376675,0.95184898,0.931173265,0.983439811,0.978645506,0.91884623,1173.937702,10337968,1005276,522965,59699103,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_22_15_15_37_434234_418,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
