class,precision,sensitivity,f1,specificity,accuracy,mcc,dor,TP,FP,FN,TN,anno_set,classifier,metric_type,organ,magnification,model,dropoutFraction,layerDepth,numberOfEpochs,trainPercent,validationPercent,patience,checkPointAccuracy,augmentColor,augmentGeometry,balanceClasses,elasticDeform,fixedDataSeed,augmentation,overlapPredict,pretrained,focalLoss,filterSize,kernelIncrease,normalization,magLayers,model_name,backbone_name,encoder_freeze,decoder_use_batchnorm,middleBlocks,loss,optimizer,learningRate,useFP16,useAllGPUs,time_evaluated,balance only,balance + elastic
Background,0.872457921,0.967428792,0.917492264,0.978137205,0.976703448,0.905606978,1328.860035,9269834,1355130,312095,60628253,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_32_702973,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.959047303,0.953961337,0.956497559,0.824324594,0.929559519,0.771584566,97.22889822,55419822,2366506,2674589,11104395,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_32_702973,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.577249352,0.46815868,0.517012088,0.98029793,0.952467475,0.495290676,43.79829748,1820656,1333364,2068316,66342976,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_32_702973,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.893987202,0.956072937,0.923988309,0.98247348,0.978938693,0.912472466,1220.0679,9161023,1086353,420906,60897030,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_32_729900,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.9681426,0.972746053,0.970438867,0.861958974,0.95189235,0.841399166,222.868395,56511109,1859537,1583302,11611364,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_32_729900,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.8259116,0.625924023,0.712143859,0.992418488,0.9725026,0.705398306,219.0285899,2434201,513089,1454771,67163251,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_32_729900,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.87679975,0.967309818,0.919833638,0.978988627,0.977424943,0.90821503,1378.705375,9268694,1302356,313235,60681027,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_32_736881,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.961099648,0.958837968,0.959967476,0.832633689,0.93508225,0.78841406,115.8869023,55703127,2254575,2391284,11216326,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_32_736881,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.631496167,0.493080434,0.553770021,0.983465654,0.956817347,0.535936584,57.85633232,1917576,1118984,1971396,66557356,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_32_736881,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.8532771,0.972655297,0.909063766,0.974145006,0.973945548,0.896544614,1340.185504,9319914,1602580,262015,60380803,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_52_931516,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.955083933,0.95154947,0.953313425,0.807012463,0.924342941,0.753976705,82.12659541,55279706,2599716,2814705,10871185,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_52_931516,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.552906641,0.392880175,0.459355225,0.981744048,0.949744256,0.440767807,34.80002027,1527900,1235496,2361072,66440844,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_17_18_35_52_931516,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.912196628,0.932384387,0.922180036,0.986126201,0.978930672,0.910070586,980.1332068,8934041,859945,647888,61123438,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_52_932514,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.96858056,0.956921347,0.962715654,0.866132043,0.93983187,0.807361378,143.7214506,55591782,1803322,2502629,11667579,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_52_932514,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.623444834,0.70155635,0.660198176,0.975650441,0.960755736,0.640704969,94.18969065,2728333,1647889,1160639,66028451,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_17_18_35_52_932514,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.879903787,0.951461652,0.914284711,0.979924652,0.976113721,0.901361592,956.8324543,9116838,1244338,465091,60739045,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_52_933511,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.954493956,0.96573827,0.960083192,0.801439414,0.934811924,0.782843358,113.7700134,56103996,2674790,1990415,10796111,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_52_933511,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.685351805,0.427418351,0.526491364,0.988723799,0.958221575,0.521345667,65.45275426,1662218,763132,2226754,66913208,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_17_18_35_52_933511,pixel,Heart,10,AE_InceptionV3,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.879584845,0.926772782,0.902562462,0.980386534,0.973208151,0.887450604,632.6211678,8880271,1215709,701658,60767674,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_36_49_833824,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.944796257,0.955445835,0.950091204,0.759245651,0.918514629,0.728627443,67.62790441,55506063,3243178,2588348,10227723,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_36_49_833824,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.489405318,0.342308199,0.402848936,0.97947785,0.944853046,0.381482337,24.84086045,1331227,1388864,2557745,66287476,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_36_49_833824,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.808104801,0.984175629,0.887491754,0.963871769,0.966590267,0.873911688,1659.27629,9430301,2239350,151628,59744033,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_37_3_84334,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.960467796,0.916423234,0.937928723,0.837332039,0.901535719,0.705079515,56.44249645,53239068,2191284,4855343,11279617,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_37_3_84334,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.400130428,0.459428867,0.427734236,0.960420392,0.933195722,0.393497704,20.62316492,1786706,2678603,2102266,64997737,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_DeepLabV3Plus_2020_7_17_18_37_3_84334,pixel,Heart,10,DeepLabV3Plus,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.816117921,0.983236465,0.891916463,0.965753031,0.9680939,0.878605531,1654.003086,9421302,2122743,160627,59860640,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_55_428922,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.959051638,0.938563367,0.948696898,0.827179266,0.917597285,0.740687229,73.1206407,54525286,2328051,3569125,11142850,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_55_428922,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.521636842,0.424921805,0.468338373,0.977607817,0.947573987,0.443635363,32.25895864,1652509,1515421,2236463,66160919,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_55_428922,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.899454764,0.926345207,0.912701964,0.983992161,0.976273771,0.899107266,773.0912919,8876174,992220,705755,60991163,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_13_647438,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.957438894,0.95889083,0.958164312,0.816173246,0.932026776,0.77702207,103.5628748,55706198,2476312,2388213,10994589,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_13_647438,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.599707547,0.541947075,0.569366154,0.979212957,0.955451239,0.546718668,55.73469766,2107617,1406791,1781355,66269549,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_13_647438,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.903901318,0.933750187,0.918583336,0.984653661,0.97783816,0.905920737,904.3254734,8947128,951218,634801,61032165,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_25_528594,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.954711239,0.961024426,0.95785743,0.803396818,0.931353824,0.773008206,100.7584491,55830148,2648422,2264263,10822479,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_25_528594,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.586995781,0.481251858,0.528890118,0.980542373,0.953410138,0.507391819,46.7511556,1871575,1316821,2017397,66359519,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_38_25_528594,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.869667214,0.92910989,0.898406376,0.978474892,0.971865378,0.882748247,595.7798141,8902665,1334199,679264,60649184,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_36_947010,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.956376096,0.936925963,0.946551123,0.815694288,0.91410625,0.729091049,65.74205494,54430162,2482764,3664249,10988137,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_36_947010,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.46976439,0.533368458,0.499550003,0.965404941,0.941927396,0.469921989,31.89691454,2074255,2341267,1814717,65335073,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_17_18_37_36_947010,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.892180585,0.957575244,0.923721962,0.982110641,0.97882558,0.912214913,1239.136614,9175418,1108843,406511,60874540,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_20_30_791522,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.956761725,0.964516242,0.960623334,0.812019924,0.935811514,0.787289855,117.418034,56033003,2532261,2061408,10938640,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_20_30_791522,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.640951223,0.447595663,0.527100837,0.985591715,0.95635616,0.513941049,55.42600046,1740687,975100,2148285,66701240,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_20_30_791522,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.879959141,0.959817173,0.918154983,0.979758962,0.977088942,0.906018263,1156.204063,9196900,1254608,385029,60728775,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_19_31_870224,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.970614449,0.946492994,0.958401971,0.876421703,0.933303316,0.791974706,125.4520238,54985953,1664711,3108458,11806190,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_19_31_870224,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.579383125,0.664923275,0.619212961,0.972261029,0.955559811,0.597327302,69.55363205,2585868,1877272,1303104,65799068,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_17_18_19_31_870224,pixel,Heart,10,AE_FCN8,0.2,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.896274656,0.949236631,0.921995699,0.983017723,0.978494749,0.91003994,1082.4042,9095518,1052619,486411,60930764,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_22_13_12_22_954471_228,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Tissue,0.96768114,0.955000232,0.961298868,0.862448622,0.937579033,0.800547985,133.0642809,55480176,1852941,2614235,11617960,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_22_13_12_22_954471_228,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Lesions,0.615689836,0.646575239,0.630754682,0.976808069,0.958862696,0.609191011,77.05386474,2514513,1569545,1374459,66106795,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_22_13_12_22_954471_228,pixel,Heart,10,Seg_Model,,,50,70,15,50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Background,0.86283888,0.965215355,0.911160424,0.976280627,0.97479909,0.898444225,1142.110452,9248625,1470207,333304,60513176,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_22_13_12_52_634446_367,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Tissue,0.94864623,0.958029766,0.953314908,0.776341835,0.923830235,0.746869883,79.23295417,55656175,3012877,2438236,10458024,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_22_13_12_52_634446_367,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Lesions,0.544118566,0.304650946,0.390603653,0.985332407,0.948343102,0.382732361,29.43225818,1184779,992649,2704193,66683691,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_7_22_13_12_52_634446_367,pixel,Heart,10,AE_Xception,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Background,0.893486363,0.951335791,0.921504063,0.982468108,0.97829978,0.909530142,1095.503649,9115632,1086686,466297,60896697,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_22_13_14_9_76035_392,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Tissue,0.966317241,0.92697375,0.946236707,0.860654458,0.914490319,0.741686085,78.40146503,53851994,1877110,4242417,11593791,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_22_13_14_9_76035_392,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Lesions,0.437758991,0.634174275,0.517971593,0.953194809,0.93585873,0.494420559,35.30384676,2466286,3167604,1422686,64508736,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_7_22_13_14_9_76035_392,pixel,Heart,10,AE_ResNet50,0.2,,50,70,15,50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Background,0.90165881,0.937834021,0.919390707,0.984187633,0.977981316,0.90688085,938.975415,8986259,980104,595670,61003279,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_23_15_21_36_557398_620,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Tissue,0.967596786,0.931533483,0.949222724,0.865466683,0.919097579,0.753945511,87.52673621,54116889,1812285,3977522,11658616,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_23_15_21_36_557398_620,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
